"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 24 14:31:14 GMT 2024","Mon Jun 24 14:31:14 GMT 2024","693","CrossBrowser","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:30:48 GMT 2024","Mon Jun 24 14:30:49 GMT 2024","721","CrossBrowser","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:30:29 GMT 2024","Mon Jun 24 14:30:31 GMT 2024","2015","CrossBrowser","ChromeTest","com.opencart.test.ProductsTest","com.opencart.test.ProductsTest","testProducts","TC-20 Top Menu All Products","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Mon Jun 24 14:30:33 GMT 2024","Mon Jun 24 14:30:34 GMT 2024","815","CrossBrowser","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"unknown","Mon Jun 24 14:29:56 GMT 2024","Mon Jun 24 14:29:56 GMT 2024","2","Surefire suite","Surefire test","FrameworkTest","FrameworkTest","testFail","testFail",""
"passed","Mon Jun 24 14:32:58 GMT 2024","Mon Jun 24 14:32:59 GMT 2024","940","CrossBrowser","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:30:52 GMT 2024","Mon Jun 24 14:30:52 GMT 2024","630","CrossBrowser","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:32:01 GMT 2024","Mon Jun 24 14:32:02 GMT 2024","947","CrossBrowser","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:32:07 GMT 2024","Mon Jun 24 14:32:09 GMT 2024","1826","CrossBrowser","FirefoxTest","com.opencart.test.ProductsTest","com.opencart.test.ProductsTest","testProducts","TC-20 Top Menu All Products","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Mon Jun 24 14:29:56 GMT 2024","Mon Jun 24 14:29:56 GMT 2024","12","Surefire suite","Surefire test","FrameworkTest","FrameworkTest","testPass","testPass",""
"passed","Mon Jun 24 14:32:15 GMT 2024","Mon Jun 24 14:32:15 GMT 2024","950","CrossBrowser","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:31:10 GMT 2024","Mon Jun 24 14:31:11 GMT 2024","671","CrossBrowser","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:32:53 GMT 2024","Mon Jun 24 14:32:54 GMT 2024","891","CrossBrowser","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:30:38 GMT 2024","Mon Jun 24 14:30:40 GMT 2024","1786","CrossBrowser","ChromeTest","com.opencart.test.ProductsTest","com.opencart.test.ProductsTest","testProducts","TC-20 Top Menu All Products","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Mon Jun 24 14:30:22 GMT 2024","Mon Jun 24 14:30:23 GMT 2024","1049","CrossBrowser","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:31:43 GMT 2024","Mon Jun 24 14:31:44 GMT 2024","998","CrossBrowser","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:31:55 GMT 2024","Mon Jun 24 14:31:56 GMT 2024","1068","CrossBrowser","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:30:41 GMT 2024","Mon Jun 24 14:30:42 GMT 2024","746","CrossBrowser","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:32:26 GMT 2024","Mon Jun 24 14:32:27 GMT 2024","973","CrossBrowser","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:31:25 GMT 2024","Mon Jun 24 14:31:26 GMT 2024","963","CrossBrowser","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:32:00 GMT 2024","Mon Jun 24 14:32:02 GMT 2024","1975","CrossBrowser","FirefoxTest","com.opencart.test.ProductsTest","com.opencart.test.ProductsTest","testProducts","TC-20 Top Menu All Products","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Mon Jun 24 14:30:45 GMT 2024","Mon Jun 24 14:30:46 GMT 2024","696","CrossBrowser","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:30:37 GMT 2024","Mon Jun 24 14:30:38 GMT 2024","824","CrossBrowser","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:32:42 GMT 2024","Mon Jun 24 14:32:43 GMT 2024","708","CrossBrowser","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:30:59 GMT 2024","Mon Jun 24 14:30:59 GMT 2024","637","CrossBrowser","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 24 14:31:25 GMT 2024","Mon Jun 24 14:31:25 GMT 2024","4","CrossBrowser","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
