"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 12:56:32 GMT 2024","Thu Jun 13 12:56:33 GMT 2024","634","All Test Suite","Chrome test","opencart.test.ProductsTest","opencart.test.ProductsTest","testProducts","TC-20 Top Menu All Products",""
"passed","Thu Jun 13 12:56:14 GMT 2024","Thu Jun 13 12:56:16 GMT 2024","1226","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 12:56:21 GMT 2024","Thu Jun 13 12:56:22 GMT 2024","1111","All Test Suite","Chrome test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 12:57:30 GMT 2024","Thu Jun 13 12:57:32 GMT 2024","1678","All Test Suite","Firefox test","opencart.test.ProductsTest","opencart.test.ProductsTest","testProducts","TC-20 Top Menu All Products",""
"passed","Thu Jun 13 12:55:58 GMT 2024","Thu Jun 13 12:55:59 GMT 2024","1291","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 12:56:29 GMT 2024","Thu Jun 13 12:56:30 GMT 2024","1400","All Test Suite","Chrome test","opencart.test.ProductsTest","opencart.test.ProductsTest","testProducts","TC-20 Top Menu All Products",""
"passed","Thu Jun 13 12:55:52 GMT 2024","Thu Jun 13 12:55:54 GMT 2024","1115","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 12:55:25 GMT 2024","Thu Jun 13 12:55:25 GMT 2024","383","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
"passed","Thu Jun 13 12:55:41 GMT 2024","Thu Jun 13 12:55:43 GMT 2024","1763","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 12:57:42 GMT 2024","Thu Jun 13 12:57:44 GMT 2024","1817","All Test Suite","Firefox test","opencart.test.ProductsTest","opencart.test.ProductsTest","testProducts","TC-20 Top Menu All Products",""
"passed","Thu Jun 13 12:57:36 GMT 2024","Thu Jun 13 12:57:38 GMT 2024","1968","All Test Suite","Firefox test","opencart.test.ProductsTest","opencart.test.ProductsTest","testProducts","TC-20 Top Menu All Products",""
