"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 11 13:26:03 GMT 2024","Tue Jun 11 13:26:04 GMT 2024","1219","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:25:16 GMT 2024","Tue Jun 11 13:25:18 GMT 2024","1159","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:25:45 GMT 2024","Tue Jun 11 13:25:46 GMT 2024","1293","All Test Suite","Chrome test","opencart.test.CamerasTest","opencart.test.CamerasTest","testCameras","TC-10 Top Menu CAMERAS",""
"passed","Tue Jun 11 13:25:21 GMT 2024","Tue Jun 11 13:25:22 GMT 2024","991","All Test Suite","Chrome test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:26:08 GMT 2024","Tue Jun 11 13:26:09 GMT 2024","1267","All Test Suite","Firefox test","opencart.test.CamerasTest","opencart.test.CamerasTest","testCameras","TC-10 Top Menu CAMERAS",""
"passed","Tue Jun 11 13:25:58 GMT 2024","Tue Jun 11 13:25:59 GMT 2024","1019","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:25:37 GMT 2024","Tue Jun 11 13:25:39 GMT 2024","1176","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:25:25 GMT 2024","Tue Jun 11 13:25:26 GMT 2024","989","All Test Suite","Chrome test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:25:14 GMT 2024","Tue Jun 11 13:25:15 GMT 2024","1197","All Test Suite","Chrome test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:25:41 GMT 2024","Tue Jun 11 13:25:43 GMT 2024","1294","All Test Suite","Chrome test","opencart.test.CamerasTest","opencart.test.CamerasTest","testCameras","TC-10 Top Menu CAMERAS",""
"passed","Tue Jun 11 13:25:38 GMT 2024","Tue Jun 11 13:25:39 GMT 2024","978","All Test Suite","Chrome test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:24:54 GMT 2024","Tue Jun 11 13:24:56 GMT 2024","1238","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:25:27 GMT 2024","Tue Jun 11 13:25:28 GMT 2024","1152","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:26:13 GMT 2024","Tue Jun 11 13:26:15 GMT 2024","1324","All Test Suite","Firefox test","opencart.test.CamerasTest","opencart.test.CamerasTest","testCameras","TC-10 Top Menu CAMERAS",""
"passed","Tue Jun 11 13:25:43 GMT 2024","Tue Jun 11 13:25:44 GMT 2024","975","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:24:57 GMT 2024","Tue Jun 11 13:24:58 GMT 2024","1262","All Test Suite","Chrome test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:25:00 GMT 2024","Tue Jun 11 13:25:01 GMT 2024","1393","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:24:48 GMT 2024","Tue Jun 11 13:24:49 GMT 2024","1228","All Test Suite","Chrome test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:25:05 GMT 2024","Tue Jun 11 13:25:06 GMT 2024","1132","All Test Suite","Chrome test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:25:48 GMT 2024","Tue Jun 11 13:25:49 GMT 2024","950","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:24:53 GMT 2024","Tue Jun 11 13:24:54 GMT 2024","1227","All Test Suite","Chrome test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Tue Jun 11 13:25:53 GMT 2024","Tue Jun 11 13:25:54 GMT 2024","929","All Test Suite","Firefox test","opencart.test.NavigationTest","opencart.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
